CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
10,FLV NACIONAIS,ROMA,FRUTAS/FRUTOS,8256.5,36.6292530733363%,Jan
04,SEGMENTO ORGANICOS,ROMA,FRUTAS/FRUTOS,9240.76,27.4220864950502%,Jan
10,FLV NACIONAIS,ROMA,FRUTAS/FRUTOS,10081.1,-23.894927041692%,Mar
05,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,-78.4,31.1224489795918%,Mar
05,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,-20.1,28.3582089552239%,Mar
05,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,-15.8,30.379746835443%,Mar
10,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,19.25,34.5454545454546%,Mar
04,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,20.07,58.8630792227205%,Jan
05,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,22,100%,Fev
13,FLV NACIONAIS,REPOLHO,FRUTAS/FRUTOS - ORGANICOS,25,37.21428%,Mar
05,FLV NACIONAIS,REPOLHO,TUBERCULOS - ORGANICOS,33.2,33.7349397590362%,Fev
04,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,40.2,60.7498258706468%,Mar
15,FLV NACIONAIS,REPOLHO,VERDURAS,43,30.2325581395349%,Fev
02,FLV NACIONAIS,REPOLHO,VERDURAS,46,23.9130434782609%,Jan
13,FLV NACIONAIS,REPOLHO,FRUTAS/FRUTOS - ORGANICOS,50,35.83328%,Abr
05,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,53.6,32.8358208955224%,Fev
13,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,55,24.5648909090909%,Jan
04,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,56.4,32.0485638297873%,Abr
05,FLV NACIONAIS,REPOLHO,TUBERCULOS - ORGANICOS,58.1,33.7349397590361%,Abr
13,SEGMENTO ORGANICOS,REPOLHO,FRUTAS/FRUTOS - ORGANICOS,67,39.9193582089552%,Fev
10,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,67.5,34.9417925925926%,Mar
05,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,69.4,33.4293948126801%,Fev
09,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,69.6,20.9770114942529%,Jan
13,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,73,21.3014383561644%,Fev
05,FLV NACIONAIS,REPOLHO,TUBERCULOS - ORGANICOS,81.4,32.4324324324324%,Jan
13,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,111,33.3473603603604%,Abr
05,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,118.5,31.6455696202532%,Jan
13,SEGMENTO ORGANICOS,REPOLHO,FRUTAS/FRUTOS - ORGANICOS,132,65.4018939393939%,Mar
05,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,134,32.8358208955224%,Abr
10,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,135,32.6666666666667%,Fev
13,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,137.67,28.6052952713009%,Fev
10,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,142.77,36.226097919731%,Fev
05,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,155.2,30.4123711340206%,Jan
05,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,161.1,27.56052141527%,Jan
05,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,183.6,31.3725490196078%,Jan
10,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,184.2,42.9967426710098%,Fev
13,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,187.1,33.5191769107429%,Mar
05,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,203.7,31.5169366715759%,Mar
02,FLV NACIONAIS,REPOLHO,VERDURAS,205,17.0731707317073%,Mar
10,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,213.68,37.8041931860726%,Jan
10,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,216.94,36.9641375495529%,Mar
05,FLV NACIONAIS,REPOLHO,TUBERCULOS - ORGANICOS,220.9,32.7750113173382%,Mar
19,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,249.21,47.9956663055255%,Mar
09,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,276.8,34.971098265896%,Mar
09,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,280.44,34.7846241620311%,Mar
09,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,287.64,34.9881796690307%,Mar
13,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,291.5,15.9950977701544%,Jan
04,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,336.07,56.4705835093879%,Fev
05,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,363.1,32.4979344533187%,Jan
04,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,397.68,57.9163900623617%,Abr
19,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,443.04,39.3282773564464%,Mar
13,FLV NACIONAIS,REPOLHO,LEGUMES - ORGANICOS,452.15,35.3247019794316%,Mar
05,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,511.7,32.2845417236662%,Mar
13,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,549.8,52.8289723535831%,Abr
05,FLV NACIONAIS,REPOLHO,VERDURAS - ORGANICAS,558.6,38.296992481203%,Fev
04,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,573.02,46.9531133293777%,Mar
11,FLV NACIONAIS,REPOLHO,VERDURAS,693,29.8354978354978%,Abr
04,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,799.69,39.259996998837%,Fev
13,FLV NACIONAIS,REPOLHO,VERDURAS,1009.26,-3.75625309632799%,Abr
04,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,1041.99,34.9289206230386%,Jan
02,FLV NACIONAIS,REPOLHO,VERDURAS,1230,12.6016260162602%,Abr
24,FLV NACIONAIS,REPOLHO,VERDURAS,1255,17.0325211155378%,Abr
13,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,1357.85,45.4054873513275%,Jan
15,FLV NACIONAIS,REPOLHO,VERDURAS,1435.5,30.8407049808429%,Jan
13,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,1524,25.4724409448819%,Abr
13,FLV NACIONAIS,REPOLHO,VERDURAS,1584.09,-9.34590269492264%,Fev
15,FLV NACIONAIS,REPOLHO,VERDURAS,1752,55.7859971461187%,Abr
21,FLV NACIONAIS,REPOLHO,VERDURAS,1772,2.95081941309254%,Mar
13,FLV NACIONAIS,REPOLHO,VERDURAS,1792.49,45.38082165033%,Jan
13,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,2028.45,41.0944622741502%,Fev
13,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,2072.9,29.9990443340248%,Abr
24,FLV NACIONAIS,REPOLHO,VERDURAS,2589,33.9083893395133%,Jan
13,SEGMENTO ORGANICOS,REPOLHO,TUBERCULOS - ORGANICOS,2702.3,45.9402575583762%,Mar
13,FLV NACIONAIS,REPOLHO,VERDURAS,2726.28,-5.17791569464621%,Mar
11,FLV NACIONAIS,REPOLHO,VERDURAS,3149,28.4629539536361%,Fev
11,FLV NACIONAIS,REPOLHO,VERDURAS,3200,35.6228753125%,Jan
16,FLV NACIONAIS,REPOLHO,VERDURAS,3280,23.7804878048781%,Abr
13,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,4265.05,32.0891710530944%,Jan
15,FLV NACIONAIS,REPOLHO,VERDURAS,4765,41.2175093389297%,Mar
04,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,4807.61,66.9482543301141%,Jan
04,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,4871.01,61.8501353928651%,Fev
11,FLV NACIONAIS,REPOLHO,VERDURAS,5028,17.8225171042164%,Mar
04,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,5208.37,60.186632670106%,Mar
13,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,6376.4,30.5550755912427%,Fev
13,SEGMENTO ORGANICOS,REPOLHO,VERDURAS - ORGANICAS,7369.6,29.2546813938341%,Mar
13,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,11232.8,29.3782964176341%,Jan
24,FLV NACIONAIS,REPOLHO,VERDURAS,12057,8.67473567222362%,Fev
10,FLV NACIONAIS,REPOLHO,VERDURAS,15670.41,6.78590234716257%,Abr
13,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,16424.65,53.0943373526985%,Fev
24,FLV NACIONAIS,REPOLHO,VERDURAS,16574.92,-2.30759165051775%,Mar
13,SEGMENTO ORGANICOS,REPOLHO,LEGUMES - ORGANICOS,23990.97,67.6869774752751%,Mar
21,FLV NACIONAIS,REPOLHO,VERDURAS,36952.23,35.4408094450592%,Fev
10,FLV NACIONAIS,REPOLHO,VERDURAS,42291.81,24.6445850390419%,Fev
09,FLV NACIONAIS,REPOLHO,VERDURAS,42331.69,24.2281237059045%,Abr
04,FLV NACIONAIS,REPOLHO,VERDURAS,46384.19,31.5584482126344%,Abr
10,FLV NACIONAIS,REPOLHO,VERDURAS,49781.89,16.3542493264117%,Mar
10,FLV NACIONAIS,REPOLHO,VERDURAS,53736.47,33.2109805500808%,Jan
05,FLV NACIONAIS,REPOLHO,VERDURAS,54066.8,29.861831845051%,Abr
09,FLV NACIONAIS,REPOLHO,VERDURAS,68647.7,34.3180425709819%,Jan
09,FLV NACIONAIS,REPOLHO,VERDURAS,95250.23,31.16797166789%,Fev
21,FLV NACIONAIS,REPOLHO,VERDURAS,104594.47,37.1872779220546%,Jan
04,FLV NACIONAIS,REPOLHO,VERDURAS,113284.01,34.378080560531%,Jan
05,FLV NACIONAIS,REPOLHO,VERDURAS,129333.2,33.7660106762997%,Jan
09,FLV NACIONAIS,REPOLHO,VERDURAS,147064.93,32.5429801108939%,Mar
05,FLV NACIONAIS,REPOLHO,VERDURAS,179692.95,28.6239804622274%,Fev
04,FLV NACIONAIS,REPOLHO,VERDURAS,219223.81,36.1871297647823%,Fev
05,FLV NACIONAIS,REPOLHO,VERDURAS,259645.149999999,31.5073649093771%,Mar
04,FLV NACIONAIS,REPOLHO,VERDURAS,278739.39,30.9326467493525%,Mar
13,FLV NACIONAIS,RADICCHIO,VERDURAS,12.6,-66.6666666666667%,Fev
05,FLV NACIONAIS,RADICCHIO,VERDURAS,117,30.7606837606838%,Jan
05,FLV NACIONAIS,RADICCHIO,VERDURAS,248.4,19.5652173913043%,Fev
13,FLV NACIONAIS,RADICCHIO,VERDURAS,346.5,24.2424242424242%,Mar
13,FLV NACIONAIS,RADICCHIO,VERDURAS,594,38.1313131313131%,Abr
13,FLV NACIONAIS,RADICCHIO,VERDURAS,947,-2.00633579725449%,Jan
13,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,8,22.22225%,Fev
13,SEGMENTO ORGANICOS,QUIABO,FRUTAS/FRUTOS - ORGANICOS,40.5,30.8164197530864%,Mar
13,SEGMENTO ORGANICOS,QUIABO,FRUTAS/FRUTOS - ORGANICOS,40.5,23.0111111111111%,Abr
13,SEGMENTO ORGANICOS,QUIABO,FRUTAS/FRUTOS - ORGANICOS,82.5,23.9226060606061%,Fev
13,SEGMENTO ORGANICOS,QUIABO,FRUTAS/FRUTOS - ORGANICOS,126,26.5780714285714%,Jan
02,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,158,-1.26582278481013%,Fev
11,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,175,42.8571428571429%,Abr
13,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,228,47.9166666666667%,Abr
13,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,268,56.3432835820896%,Jan
10,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,378,44.8252830687831%,Mar
10,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,470.5,33.7750775770457%,Jan
09,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,503.4,51.8404906634883%,Abr
11,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,669,40.2092675635277%,Jan
11,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,779,25.8297240051348%,Fev
10,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,780,39.9145294871795%,Fev
05,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,929.8,35.6974037427404%,Abr
11,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,1053,37.8008518518518%,Mar
04,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,1193.05,55.8080164284816%,Abr
09,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,1524.16,54.1309107967668%,Mar
09,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,2199.56,30.7000086380912%,Fev
05,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,2409.1,55.0401905275829%,Mar
05,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,2554.1,67.4630785795388%,Fev
05,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,2994.8,48.6171794443702%,Jan
09,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,3250.64,10.8806767282751%,Jan
04,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,4787.66,54.1907441213453%,Mar
04,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,6554.34,17.7842658452261%,Jan
04,FLV NACIONAIS,QUIABO,FRUTAS/FRUTOS,6647.68000000001,52.7491384964379%,Fev
10,FLV NACIONAIS,QUIABO,TUBERCULOS,7000,47.0952454285714%,Jan
10,FLV NACIONAIS,QUIABO,TUBERCULOS,40350,38.8002430483272%,Fev
04,SEGMENTO ORGANICOS,PUPUNHA,FRUTAS/FRUTOS,285,35.3859649122807%,Jan
04,SEGMENTO ORGANICOS,PUPUNHA,FRUTAS/FRUTOS,550,34.0493945454545%,Mar
04,SEGMENTO ORGANICOS,PUPUNHA,FRUTAS/FRUTOS,650,35.9069230769231%,Fev
13,FLV NACIONAIS,PUPUNHA,FRUTAS/FRUTOS,1460,39.761048630137%,Jan
02,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,100,32%,Abr
11,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,230,13.0434782608696%,Mar
02,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,812.8,33.0708661417323%,Mar
16,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,1679,16.4740917212627%,Mar
09,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,2720,31.6176470588235%,Fev
23,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,7434.44,11.8449181108462%,Abr
05,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,13600.3,24.0452628250848%,Abr
04,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,15978.45,27.7085864398612%,Abr
09,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,18969.12,19.2871535948953%,Abr
23,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,24623.57,17.3382543229921%,Mar
10,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,33629.65,34.0715283685676%,Abr
04,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,41151.4,24.1733934689951%,Mar
05,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,42512.85,25.8478193769649%,Mar
10,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,47378.5,32.709328429562%,Mar
09,FLV NACIONAIS,PONKAN,FRUTAS/FRUTOS,79051.21,29.4322385071652%,Mar
21,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,-87.2,30.7614678899083%,Mar
16,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,60,-5%,Mar
24,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,85,45.3331764705882%,Mar
21,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,87.2,30.7614678899083%,Fev
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,110,17.8274909090909%,Mar
23,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,120.9,26.4953184449959%,Fev
24,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,124.96,-17.2641885403329%,Fev
13,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,233,62.5060343347639%,Abr
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,242.5,9.35009896907216%,Jan
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,326.3,25.2469046889366%,Fev
24,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,329.92,10.2812803103783%,Jan
04,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,354.6,35.0692442188381%,Mar
21,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,414.4,39.0734387065637%,Jan
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,505,37.813504950495%,Mar
04,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,578.2,32.1509010722933%,Fev
04,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,583.8,54.6669630010277%,Jan
02,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,766,25.8485639686684%,Abr
23,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,788,9.46326015228427%,Jan
13,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,810.5,41.8074077729796%,Fev
13,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,812.2,52.6110096035459%,Mar
23,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,1035.1,23.9264428557627%,Mar
13,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS - ORGANICOS,1508.5,31.7828465362943%,Jan
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,1846.8,-21.3348602988954%,Abr
16,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,1894.9,-12.9171460235369%,Jan
15,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,2014,46.3753723932473%,Fev
13,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,2016,35.5409950396825%,Jan
15,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,2044.47,24.6376811594203%,Jan
02,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,2530.3,5.34587953997551%,Fev
09,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,3014.76,29.3229235494699%,Abr
11,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,3957.7,10.3307640801475%,Abr
02,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,4869.5,29.4659396241914%,Mar
11,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,5423.5,9.82422845026273%,Fev
11,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,7201.59,17.7790264372174%,Mar
04,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS,8203.54,19.6662067839006%,Abr
15,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,8905.2,11.1727979158245%,Mar
09,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,10132.74,22.6843016795062%,Fev
05,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,10440.48,45.2910239759091%,Abr
10,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,13259.2,46.4998043622541%,Abr
09,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,17242.09,27.2883291410728%,Jan
09,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,20915.21,25.4236030142657%,Mar
02,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,21704.75,21.1443747566777%,Jan
05,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,31546.68,33.4657519269857%,Jan
04,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS,33291.45,29.2325437912738%,Jan
11,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,45596.75,13.506683393005%,Jan
04,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS,65179.7100000001,32.7729876214547%,Mar
10,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,65301.65,57.3022617498945%,Jan
04,SEGMENTO ORGANICOS,PITAYA,FRUTAS/FRUTOS,105389.45,37.6764615813062%,Fev
05,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,106756.06,23.0647379830241%,Fev
10,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,126306.48,30.7937176857434%,Fev
05,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,133051.64,23.4693687353271%,Mar
10,FLV NACIONAIS,PITAYA,FRUTAS/FRUTOS,140214.8,41.604705280755%,Mar
05,FLV NACIONAIS,PINHAO,SEMENTES,11006,24.8104597492277%,Abr
12,FLV IMPORTADOS,PINHAO,SEMENTES,14220,19.774964838256%,Abr
10,FLV NACIONAIS,PINHAO,SEMENTES,21218.75,43.0008580618557%,Abr
13,FLV NACIONAIS,PINHAO,SEMENTES,28275,18.2873016445623%,Abr
02,FLV NACIONAIS,PINHA,FRUTAS/FRUTOS,-234,43.2991452991453%,Jan
05,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,-67.2,33.2025744047619%,Mar
04,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,14,51.8465%,Jan
15,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,66,24.2424242424242%,Fev
24,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,70,12.8941428571429%,Abr
24,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,140,-6.59340714285714%,Fev
13,FLV IMPORTADOS,PIMENTAO,FRUTAS/FRUTOS,142.5,31.4492421052632%,Jan
05,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,168,32.1428571428571%,Fev
05,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,202.2,33.3013600395648%,Abr
05,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,263.2,27.8115501519757%,Jan
21,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,377.8,70.8267760719958%,Mar
05,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,419.7,32.8966333095068%,Jan
10,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,435,54.2988505747126%,Jan
05,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,533.8,34.7661090295991%,Fev
10,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,585,55.1566957264957%,Fev
05,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,599,36.9398497495827%,Mar
04,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,700.52,62.4864871809513%,Abr
23,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,744.5,29.5727186030893%,Mar
16,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,745.4,20.0421371075932%,Jan
19,FLV IMPORTADOS,PIMENTAO,FRUTAS/FRUTOS,758.4,30.379746835443%,Mar
23,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,894.5,13.6928842929011%,Fev
24,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,1010,30.970297029703%,Jan
09,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1023.4,34.8866239984366%,Mar
10,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1220,56.3934426229508%,Mar
04,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1224.38,53.5523236250184%,Jan
15,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,1539,24.611306042885%,Mar
19,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1573.56,63.6524822695035%,Mar
02,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,1657,22.5105757392879%,Abr
04,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1709.08,51.4576298359351%,Fev
04,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,1793.37,57.5504257347898%,Mar
15,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,1807,86.1649142224682%,Abr
16,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,1930,23.160621761658%,Mar
23,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,2271.1,-0.777742063317333%,Abr
13,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,2594,40.7018589051658%,Fev
24,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,2785.1,0.266078776345546%,Mar
15,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,2950,32.2536905084746%,Jan
23,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,3151.31,32.7076603063488%,Jan
13,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,3474.15,25.650082754055%,Jan
02,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,3507.6,0.660035351807509%,Jan
02,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,3679.1,23.7449376206137%,Mar
16,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,3765,26.7994687915007%,Abr
13,SEGMENTO ORGANICOS,PIMENTAO,FRUTAS/FRUTOS - ORGANICOS,4182,43.8248199426112%,Mar
02,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,5391.1,26.5273046317078%,Fev
11,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,5966,40.6487509218907%,Abr
13,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,8185.68,11.7813830982887%,Abr
21,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,12654.94,30.4854302746596%,Fev
11,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,20195.09,31.2931531872351%,Jan
11,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,27056.8,25.8674190591644%,Mar
13,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,27514.7,31.796923317354%,Fev
13,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,28639.82,32.7856563693487%,Mar
04,FLV NACIONAIS,PIMENTAO,FRUTAS/FRUTOS,30689.27,35.5520360047665%,Abr
